Company_Name,Company_License,Shipment_ID,Origin,Destination,Planned_Route,Actual_Route,Planned_Timestamp,Actual_Timestamp,Delay_Hours,Delivered_Invoice_ID,Generated_Invoice_ID,Expected_Warehouse,Actual_Warehouse,Customer_Complaint,Route_Deviation,Invoice_Mismatch_Flag,Warehouse_Mismatch_Flag,Complaint_Count,True_Label,Company,Timestamp_Mismatch,Invoice_Mismatch,Warehouse_Mismatch
Sparex Couriers,LIC-001019,d5be00c9-ff30-4a07-a446-7dda1d388a77,Mysore,Mysore,Mysore -> Jodhpur via NH22,Patna -> Cuttack via NH64,2020-11-25 19:45:37,2018-08-12 03:13:20,33.7589,GEN-123cb4,GEN-20180a,Rajkot_WH,Gateway Distriparks_ALT_WH_9,No Complaint,0,0,-1,-2,0,LogiTrust,,,
Gati,LIC-001003,9c3144b9-b6ee-43a3-9345-701df5f1654f,Chennai,Pimpri,Kanpur -> Indore via NH45,Udaipur -> Lucknow via NH31,2019-01-13 07:29:52,2018-06-01 20:52:05,18.2847,GEN-2e456d,GEN-0e5774,Jaipur_WH,Delhivery_ALT_WH_12,Refund/Return,0,0,0,1,0,LogiTrust,,,
Blue Dart,LIC-001020,ff506e65-8c25-46ea-a0a3-74ad1746a896,Rourkela,Meerut,Nagpur -> Nashik via NH6,Guwahati -> Visakhapatnam via NH35,2019-06-18 02:11:41,2019-04-27 20:34:25,27.2649,GEN-922402,GEN-189f0a,Jaipur_WH,Delhivery_ALT_WH_35,Refund/Return,-1,0,0,-3,1,SafeTrans,,1.0,1.0
Vijay Packers,LIC-001006,f5424bd2-74a7-4718-ba5c-54d8a9bab6af,Bhagalpur,Kanpur,Bhagalpur -> Patna via NH44,Mysore -> Chennai via NH29 via_alt_68,2020-01-27 14:50:53,2018-05-29 22:02:47,6.0256,GEN-94a86d,GEN-35fc95,Visakhapatnam_WH,Blue Dart_ALT_WH_34,No Complaint,1,0,0,2,0,CargoPro,,,
Mahindra Logistics,LIC-001024,3470ca85-3f21-42ed-bed1-efa1341f1c8d,Kolkata,Visakhapatnam,Jodhpur -> Pune via NH3,Surat -> Udaipur via NH44,2018-07-17 15:07:34,2018-08-07 09:27:05,19.072,GEN-9d6923,GEN-a8a25f,Pimpri_WH,RedExpress Logistics_ALT_WH_21,No Complaint,0,0,0,-1,1,FraudEx,1.0,1.0,1.0
FedEx India,LIC-001016,bde7e73c-e3cd-4071-af2a-c01759922402,Vadodara,Thane,Lucknow -> Siliguri via NH54,Noida -> Madurai via NH40,2020-04-21 04:03:23,2018-08-01 02:52:40,21.1485,GEN-3a5530,GEN-53106f,Aligarh_WH,Himalayan Transporters_ALT_WH_14,No Complaint,0,0,0,0,0,SafeTrans,,,
Blue Dart,LIC-001003,70bc1578-4840-4225-9132-3f653d24e4e2,Mysore,Visakhapatnam,Kolkata -> Lucknow via NH25,Madurai -> Jodhpur via NH23,2018-08-09 05:08:54,2019-03-05 10:28:54,22.8582,GEN-6f773a,GEN-ddc3f8,Pimpri_WH,Gateway Distriparks_ALT_WH_1,No Complaint,0,0,0,-2,0,LogiTrust,,,
Himalayan Transporters,LIC-001021,268d8e0d-4108-4eec-b70f-27926bfb3608,Jaipur,Indore,Cuttack -> Mumbai via NH3,Jodhpur -> Indore via NH12,2019-04-05 00:41:41,2018-12-11 17:41:46,27.9117,GEN-f90de0,GEN-fbf7a9,Lucknow_WH,Rivigo_ALT_WH_29,No Complaint,1,0,0,4,1,GhostLogi,1.0,,1.0
Rivigo,LIC-001024,aefc13bf-95b5-4600-a5e3-3f123b288be6,Nashik,Jalandhar,Agra -> Cuttack via NH7,Jodhpur -> Siliguri via NH28,2019-07-07 18:34:32,2018-12-13 05:10:11,24.5052,GEN-c3fda7,GEN-6ef657,Delhi_WH,Patna_WH,No Complaint,1,0,0,3,0,CargoPro,,,
Ecom Express,LIC-001017,f81d97da-bc72-4b36-b457-b3ab8ddeb9e0,Siliguri,Vadodara,Jalandhar -> Siliguri via NH47,Faridabad -> Udaipur via NH13,2020-11-01 17:08:33,2019-04-29 00:36:35,29.9371,GEN-fb532b,GEN-3cf36a,Nashik_WH,Ecom Express_ALT_WH_17,Refund/Return,0,0,0,2,0,LogiTrust,,,
DHL Express India,LIC-001009,4c87aa4c-aded-4068-87e9-435a2e3428bf,Kanpur,Meerut,Coimbatore -> Thane via NH5,Jaipur -> Rajkot via NH2,2018-07-25 11:24:08,2020-07-16 11:36:19,24.0248,GEN-78f122,GEN-40fd14,Patna_WH,Gateway Distriparks_ALT_WH_27,No Complaint,0,0,0,4,0,CargoPro,,,
National Cargo,LIC-001007,1b4fbe84-a9b3-4ab7-9f00-bec2eeb65e6d,Indore,Thane,Pune -> Delhi via NH50,Mysore -> Siliguri via NH39,2018-05-12 17:39:39,2019-04-30 03:35:56,23.3607,GEN-a7c4c2,GEN-e8e32d,Vijayawada_WH,Rivigo_ALT_WH_40,No Complaint,0,0,0,1,0,SafeTrans,,,
Ecom Express,LIC-001001,d82eac59-0528-4119-a110-9740a6b647ea,Bengaluru,Coimbatore,Siliguri -> Surat via NH41,Bengaluru -> Vadodara via NH29 via_alt_28,2019-11-11 20:37:35,2019-02-25 21:34:53,22.0817,GEN-4b6bda,GEN-258a8d,Delhi_WH,Gateway Distriparks_ALT_WH_28,Refund/Return,0,0,0,4,0,LogiTrust,,,
Safexpress,LIC-001004,7f6b00b5-0e2c-4593-b709-9d52a8179623,Pune,Nagpur,Jodhpur -> Noida via NH20,Pimpri -> Siliguri via NH56,2019-06-11 12:17:11,2020-07-20 23:30:54,24.6012,GEN-216b5b,GEN-30f511,Lucknow_WH,TCI Express_ALT_WH_8,No Complaint,1,0,0,-2,0,SafeTrans,,,
National Cargo,LIC-001018,49af3fe7-87d8-48b8-a2a2-458fd01e49db,Pune,Thane,Agra -> Mumbai via NH66,Udaipur -> Madurai via NH41 via_alt_94,2018-12-18 05:12:13,2018-04-08 05:29:31,27.8379,GEN-a27e27,GEN-19b003,Aligarh_WH,Ecom Express_ALT_WH_5,No Complaint,0,0,0,-2,0,SafeTrans,,,
Aparna Freight,LIC-001023,51a3b0f5-a64a-46a3-af9f-378008789ef1,Indore,Bengaluru,Meerut -> Indore via NH57,Kanpur -> Jaipur via NH8,2018-04-02 21:07:48,2018-10-01 00:04:52,25.4173,GEN-a1a0c9,GEN-170d63,Pimpri_WH,Bhagalpur_WH,No Complaint,0,0,1,4,0,SafeTrans,,,
DHL Express India,LIC-001014,76412d60-0c50-4cf4-8453-80c4350c7fbd,Rajkot,Hyderabad,Kolkata -> Agra via NH4,Coimbatore -> Lucknow via NH51 via_alt_36,2020-01-14 06:17:51,2020-03-23 19:16:45,25.7566,GEN-ecc8e2,GEN-3987ef,Delhi_WH,RedExpress Logistics_ALT_WH_30,Refund/Return,0,0,0,0,0,LogiTrust,,,
Snowman Logistics,LIC-001024,4e769a26-1e51-4693-8c3e-01d678cd6c06,Kanpur,Lucknow,Patna -> Pune via NH32,Jodhpur -> Faridabad via NH25,2019-12-19 14:30:39,2020-01-04 00:20:28,25.1787,DEL-ERR-82394,GEN-a8a25f,Pune_WH,Gateway Distriparks_ALT_WH_36,Refund/Return,0,0,0,0,0,CargoPro,,,
Himalayan Transporters,LIC-001009,6517e6ca-80ed-452b-ad62-08fc7ec0d8ef,Agra,Nashik,Pimpri -> Noida via NH32,Jaipur -> Pune -> Surat via NH51,2020-05-10 03:48:51,2018-09-11 10:43:27,28.5447,GEN-758e18,GEN-9ddbfb,Jodhpur_WH,Faridabad_WH,1,1,-1,0,-1,1,LogiTrust,1.0,,
FedEx India,LIC-001004,b355e48c-dbd4-4d4d-8494-6370995dd7b3,Mumbai,Surat,Mumbai -> Agra via NH7,Amritsar -> Nagpur via NH47,2020-07-27 20:05:59,2019-10-30 10:11:00,26.8068,GEN-bd9c38,GEN-7282a4,Bengaluru_WH,Delhivery_ALT_WH_12,No Complaint,1,0,0,-2,1,ScamTrans,,,
National Cargo,LIC-001002,05bea7e1-4b10-41e7-adf3-7da940a8a25f,Jaipur,Kolkata,Surat -> Rourkela via NH57,Guwahati -> Udaipur via NH29,2018-12-17 01:27:13,2018-08-27 17:04:36,22.1444,GEN-258a8d,GEN-969305,Surat_WH,Mahindra Logistics_ALT_WH_32,No Complaint,0,0,0,-4,0,CargoPro,,,
Shree Logistics,LIC-001011,2c8197b0-bc04-440c-9271-c317c325bfbd,Pune,Agra,Bhagalpur -> Jaipur via NH41,Cuttack -> Pune via NH66,2018-05-21 12:48:43,2020-06-13 08:57:38,30.4365,GEN-378930,GEN-c24031,Bhopal_WH,Gateway Distriparks_ALT_WH_25,No Complaint,1,0,0,2,1,SafeTrans,1.0,,
FedEx India,LIC-001022,6f60e6b5-cbed-417e-8810-0f90ce0cdcd0,Rajkot,Pimpri,Siliguri -> Bengaluru via NH9,Nashik -> Bhopal via NH13,2020-03-17 07:32:51,2020-12-30 20:46:56,28.8026,GEN-f1bf7e,GEN-689888,Agra_WH,Rivigo_ALT_WH_2,No Complaint,0,0,0,4,0,CargoPro,,,
DTDC,LIC-001023,fb70ed4e-9bf1-4624-8f1b-aa0aca7ec44c,Rourkela,Indore,Madurai -> Rajkot via NH40,Thane -> Mysore via NH21,2018-12-10 17:41:46,2018-12-03 02:04:03,25.3565,GEN-9c56b7,GEN-d3f18f,Thane_WH,RedExpress Logistics_ALT_WH_46,No Complaint,1,0,0,5,1,LogiTrust,,,
RapidShip India,LIC-001012,1abd6700-3ede-4911-891e-65706926a784,Meerut,Visakhapatnam,Delhi -> Indore via NH52,Faridabad -> Udaipur via NH60,2020-10-31 08:28:18,2020-11-18 16:57:35,19.0318,GEN-5e80af,GEN-2c09ac,Patna_WH,RedExpress Logistics_ALT_WH_15,Refund/Return,0,0,0,0,0,CargoPro,,,
Coastal Cargo,LIC-001020,e2826236-b190-4bc1-83bb-f6cb51748276,Delhi,Vijayawada,Amritsar -> Mysore via NH56,Jalandhar -> Cuttack via NH50,2020-07-06 08:46:19,2019-04-03 23:59:57,18.6516,GEN-45e59a,GEN-842ade,Cuttack_WH,Delhivery_ALT_WH_3,Refund/Return,1,0,1,1,1,LogiTrust,1.0,,
VRL Logistics,LIC-001003,6795572e-0c38-44db-b9a3-7a4152348521,Thane,Nashik,Bengaluru -> Vijayawada via NH30,Kolkata -> Faridabad via NH2,2019-04-04 15:09:43,2018-06-25 23:46:32,14.1085,GEN-8ff203,GEN-d4a317,Hyderabad_WH,Nagpur_WH,Refund/Return,0,0,0,2,0,SafeTrans,,,
Vijay Packers,LIC-001001,2a281a2d-b7d2-481a-a779-c2d35fc839e3,Surat,Mysore,Madurai -> Vadodara via NH25,Pune -> Chennai via NH38 via_alt_21,2018-02-05 15:55:33,2019-09-04 09:41:00,26.4502,GEN-d6a000,GEN-8798c1,Rajkot_WH,RedExpress Logistics_ALT_WH_22,No Complaint,0,0,0,3,0,CargoPro,,,
TCI Express,LIC-001014,a535945b-ed73-4391-9a22-133a41f33c4f,Hyderabad,Agra,Noida -> Madurai via NH40,Coimbatore -> Jalandhar via NH37,2018-12-10 23:51:50,2018-06-27 10:53:20,33.0661,GEN-f22819,GEN-2524b9,Indore_WH,Mahindra Logistics_ALT_WH_11,No Complaint,0,0,0,2,0,SafeTrans,,,
RapidShip India,LIC-001009,56508024-fc4e-44d8-bdc8-1a53c37e4b18,Indore,Hyderabad,Guwahati -> Bhopal via NH47,Jodhpur -> Lucknow via NH39,2019-04-26 07:19:13,2020-02-06 06:22:37,27.2934,GEN-29fedf,GEN-db9e31,Mumbai_WH,Delhivery_ALT_WH_33,Refund/Return,0,0,0,2,1,FraudEx,,,
Sparex Couriers,LIC-001003,d208dba2-3b6e-47dc-b816-836258b076db,Pimpri,Madurai,Visakhapatnam -> Kolkata via NH22,Ahmedabad -> Faridabad via NH57,2020-08-26 00:55:03,2019-11-30 23:23:21,10.0739,GEN-86d470,GEN-9e1ff3,Delhi_WH,Gateway Distriparks_ALT_WH_33,Refund/Return,1,0,0,-1,0,LogiTrust,,,
Gateway Distriparks,LIC-001011,4b7b0a7b-7802-4d74-bba5-5aaa4885704c,Rourkela,Noida,Mysore -> Bhagalpur via NH6,Delhi -> Nagpur via NH64 via_alt_56,2018-03-23 07:06:46,2019-03-14 04:18:23,12.618,DEL-ERR-24995,GEN-535982,Jalandhar_WH,Nashik_WH,Refund/Return,0,0,0,-4,0,CargoPro,,,
Blue Dart,LIC-001021,0fb81960-193a-41d3-b748-9218c453a47a,Pune,Lucknow,Vijayawada -> Faridabad via NH62,Patna -> Rajkot via NH20 via_alt_39,2019-10-10 18:39:14,2018-02-24 23:53:16,13.8293,DEL-ERR-65739,GEN-3d7f12,Surat_WH,Mahindra Logistics_ALT_WH_44,Refund/Return,0,0,0,7,0,CargoPro,,,
RapidShip India,LIC-001012,d84578db-4981-4cc2-942c-66a4cc1b2088,Hyderabad,Mumbai,Faridabad -> Agra via NH44,Vijayawada -> Mysore -> Kanpur via NH46,2020-12-25 16:50:33,2019-12-29 14:27:28,20.4095,GEN-de08a3,GEN-accbe9,Nashik_WH,Sparex Couriers_ALT_WH_38,No Complaint,0,0,0,-2,0,LogiTrust,,,
Himalayan Transporters,LIC-001021,624a72ee-20f9-4b6f-a8e5-76c137d3f18f,Patna,Vijayawada,Jodhpur -> Coimbatore via NH22,Udaipur -> Cuttack -> Guwahati via NH15,2018-03-28 00:46:05,2018-06-04 14:35:22,24.4746,GEN-1eef7e,GEN-043010,Cuttack_WH,Om Logistics_ALT_WH_35,Refund/Return,0,0,1,-3,0,LogiTrust,,,
Aparna Freight,LIC-001013,213a8e8a-9c1b-46e3-a7ec-61b57964b6af,Noida,Visakhapatnam,Thane -> Visakhapatnam via NH56,Delhi -> Bhagalpur via NH62,2018-02-14 12:36:17,2020-04-05 07:17:44,30.8626,GEN-9ee7ce,GEN-f06616,Vijayawada_WH,Prime Couriers_ALT_WH_5,Refund/Return,0,0,0,-2,1,LogiTrust,1.0,,
Blue Dart,LIC-001021,858f4bef-c97a-4979-865b-436454c9f0e9,Aligarh,Mysore,Vijayawada -> Amritsar via NH14,Kolkata -> Bhopal via NH1 via_alt_55,2018-07-11 23:22:47,2020-01-16 01:44:23,19.356,GEN-1b7cc9,GEN-fe7d1c,Bhagalpur_WH,Delhivery_ALT_WH_44,No Complaint,0,0,0,-3,0,CargoPro,,,
Delhivery,LIC-001024,cd4778ae-b2e6-4158-bb81-1eb7a6362873,Vijayawada,Bhagalpur,Vijayawada -> Ahmedabad via NH54,Jaipur -> Kolkata via NH58,2019-03-18 02:58:14,2019-01-31 22:43:21,28.4221,GEN-8175c1,GEN-adcc3c,Guwahati_WH,Rivigo_ALT_WH_30,Refund/Return,1,0,0,2,1,SafeTrans,1.0,1.0,1.0
Shree Logistics,LIC-001010,bd6560f5-293c-465e-ab3f-32900912c961,Bengaluru,Bhopal,Udaipur -> Rajkot via NH52,Kanpur -> Amritsar -> Cuttack via NH27,2019-06-13 21:33:09,2018-04-22 17:04:23,10.4709,DEL-ERR-61375,GEN-81faf1,Hyderabad_WH,Gateway Distriparks_ALT_WH_9,No Complaint,1,0,0,4,1,FraudEx,1.0,,
FedEx India,LIC-001012,5a2696fc-367e-473b-860c-126c3a178b0e,Nashik,Bhagalpur,Aligarh -> Meerut via NH55,Faridabad -> Pune via NH28,2020-07-11 11:40:04,2018-12-24 08:03:45,34.5274,GEN-b1415c,GEN-aa66e4,Udaipur_WH,Gateway Distriparks_ALT_WH_41,Refund/Return,0,0,0,0,0,CargoPro,,,
Vijay Packers,LIC-001012,3019cbaa-5c10-4bee-87f7-2e5ca0b1564d,Jaipur,Pune,Jalandhar -> Jaipur via NH4,Bhagalpur -> Nashik via NH41,2018-11-22 23:36:51,2019-01-20 15:39:29,24.856,GEN-9c56b7,GEN-ea7804,Rajkot_WH,Blue Dart_ALT_WH_34,Refund/Return,1,0,0,2,1,SafeTrans,,,
FedEx India,LIC-001012,0777e37f-b54e-4d9c-a473-9b497c76edf6,Agra,Pune,Bhagalpur -> Jodhpur via NH54,Kolkata -> Jaipur via NH16 via_alt_98,2020-09-01 18:22:05,2019-03-07 01:30:46,23.1112,GEN-3dce4c,GEN-74e804,Kanpur_WH,RedExpress Logistics_ALT_WH_44,Refund/Return,0,1,-1,-1,1,ScamTrans,,,
Mahindra Logistics,LIC-001016,39c08c01-aec3-403c-ba02-e298c2c36333,Amritsar,Thane,Lucknow -> Bhagalpur via NH56,Agra -> Rajkot via NH8,2019-09-03 11:37:52,2020-08-27 11:58:09,21.1201,GEN-51a273,GEN-75a743,Delhi_WH,Delhivery_ALT_WH_44,Refund/Return,0,0,0,1,0,CargoPro,,,
Vijay Packers,LIC-001014,67fcdab2-a084-4c94-b3ae-604c304495e0,Udaipur,Cuttack,Faridabad -> Indore via NH7,Siliguri -> Visakhapatnam via NH6 via_alt_34,2020-06-07 08:53:39,2020-12-02 00:41:28,21.0868,GEN-d58349,GEN-3e19d9,Jalandhar_WH,RedExpress Logistics_ALT_WH_8,Refund/Return,0,0,0,3,1,GhostLogi,1.0,,
RedExpress Logistics,LIC-001020,699746ca-81d4-4dbc-966d-4e6ddd7f88bc,Siliguri,Faridabad,Indore -> Kanpur via NH22,Kanpur -> Mysore via NH2,2019-07-30 04:09:34,2019-05-19 11:07:27,23.787,GEN-6ddf86,GEN-56f7b0,Jalandhar_WH,Rivigo_ALT_WH_32,Refund/Return,0,0,0,4,1,LogiTrust,1.0,1.0,1.0
Sical,LIC-001022,dd3a77b9-0d13-4fa0-87f6-5e09cd35b29b,Rourkela,Madurai,Nashik -> Aligarh via NH8,Madurai -> Kolkata via NH18,2019-12-27 19:22:31,2020-08-25 08:03:56,13.8501,GEN-22bd09,GEN-c5e56a,Rourkela_WH,Vadodara_WH,Refund/Return,0,0,0,1,0,LogiTrust,,,
DTDC,LIC-001013,26aeb422-990e-46ac-848a-85e099ce23ab,Cuttack,Meerut,Noida -> Udaipur via NH32,Lucknow -> Aligarh via NH16,2020-09-16 21:07:20,2018-09-07 19:27:25,12.7673,GEN-016f3a,GEN-0a47a1,Bhagalpur_WH,Ecom Express_ALT_WH_20,No Complaint,0,0,0,2,0,CargoPro,,,
Sparex Couriers,LIC-001013,6efb392d-4afe-4303-8e3c-faee7712f50a,Nashik,Vijayawada,Mysore -> Pimpri via NH16,Vadodara -> Coimbatore via NH24,2018-03-26 08:06:03,2018-04-11 23:57:32,36.0144,GEN-df3111,GEN-e49843,Mysore_WH,Ahmedabad_WH,No Complaint,1,0,0,2,1,LogiTrust,,,1.0
Himalayan Transporters,LIC-001012,44c114af-5991-4e13-a39a-2565fa461b6d,Noida,Bengaluru,Coimbatore -> Pimpri via NH46,Kolkata -> Mysore via NH3,2019-10-01 00:42:58,2020-01-18 07:28:56,24.4716,GEN-46f525,GEN-7b2eb5,Pune_WH,RedExpress Logistics_ALT_WH_33,No Complaint,0,0,0,4,0,LogiTrust,,,
Mahindra Logistics,LIC-001010,02326df7-df5b-4106-b6ef-517fc1869df1,Cuttack,Coimbatore,Chennai -> Madurai via NH65,Amritsar -> Noida via NH12,2019-05-20 18:11:02,2020-02-11 17:43:19,17.6586,GEN-d97b5b,GEN-7865e2,Udaipur_WH,RedExpress Logistics_ALT_WH_8,Refund/Return,0,0,0,2,0,SafeTrans,,,
Rivigo,LIC-001002,d84578db-4981-4cc2-942c-66a4cc1b2088,Indore,Indore,Siliguri -> Bhopal via NH44,Ahmedabad -> Meerut via NH3,2018-10-20 21:43:48,2018-07-09 02:01:23,31.8816,GEN-a28b35,GEN-7ee121,Ahmedabad_WH,RedExpress Logistics_ALT_WH_8,No Complaint,-1,0,0,0,0,SafeTrans,,,
Himalayan Transporters,LIC-001024,ebc6ead2-6c0e-4c9a-bbe6-52bab15f9fe0,Vadodara,Madurai,Surat -> Jaipur via NH31,Cuttack -> Kolkata -> Bhagalpur via NH66,2018-07-29 08:30:12,2019-10-16 05:48:12,19.9846,GEN-c5d281,GEN-b8b57b,Thane_WH,Ecom Express_ALT_WH_40,No Complaint,0,0,0,2,0,LogiTrust,,,
UrbanMove Logistics,LIC-001020,4986f27b-6dbf-44d8-90ed-f8bfa42e5b1e,Faridabad,Jodhpur,Noida -> Thane via NH58,Faridabad -> Nagpur via NH62,2020-06-05 14:00:14,2018-03-23 19:31:30,18.0853,GEN-3d691e,GEN-3a0cfe,Aligarh_WH,Lucknow_WH,No Complaint,0,0,0,1,0,SafeTrans,,,
Delhivery,LIC-001022,d217dcac-9fbb-45b2-a072-146fe861eb61,Noida,Pimpri,Hyderabad -> Faridabad via NH36,Guwahati -> Cuttack -> Jaipur via NH56,2020-10-15 03:22:24,2019-01-22 07:51:56,19.5706,GEN-84d91d,GEN-242a4d,Coimbatore_WH,Delhivery_ALT_WH_3,Refund/Return,0,0,-1,4,0,LogiTrust,,,
UrbanMove Logistics,LIC-001012,90f268e7-16da-48b7-a79c-771a05749071,Visakhapatnam,Kolkata,Vadodara -> Bengaluru via NH42,Nagpur -> Delhi via NH11,2020-10-18 17:28:13,2018-04-29 09:28:21,29.2326,GEN-7865e2,GEN-289c02,Pune_WH,Gateway Distriparks_ALT_WH_37,No Complaint,0,0,0,0,0,CargoPro,,,
Blue Dart,LIC-001009,dbf56f0b-7fd1-4d5e-beed-926090164ecc,Kanpur,Lucknow,Pimpri -> Surat via NH55,Surat -> Bhopal via NH28,2018-12-02 02:04:03,2019-09-12 01:36:41,24.4958,GEN-58177c,GEN-e0ede6,Rourkela_WH,Visakhapatnam_WH,Refund/Return,0,0,0,0,0,SafeTrans,,,
Vijay Packers,LIC-001004,86dfeb69-1855-48ba-ae48-cbd9846858d0,Coimbatore,Patna,Visakhapatnam -> Ahmedabad via NH22,Chennai -> Ahmedabad via NH2 via_alt_18,2019-08-19 07:23:17,2020-04-05 19:42:37,13.7781,GEN-87b28d,GEN-47ab37,Bhagalpur_WH,Gateway Distriparks_ALT_WH_19,Refund/Return,0,-1,0,-2,0,LogiTrust,,,
UrbanMove Logistics,LIC-001009,9fa01005-fed7-4a83-affa-051a2eea3046,Ahmedabad,Patna,Nagpur -> Agra via NH33,Nashik -> Ahmedabad via NH11,2019-05-30 18:47:04,2020-12-29 19:58:47,21.3319,GEN-054f96,GEN-8e6eaf,Patna_WH,Gateway Distriparks_ALT_WH_29,Refund/Return,0,0,0,0,1,GhostLogi,1.0,1.0,
Vijay Packers,LIC-001014,2cdc5097-7225-4135-a702-19794bcc24c2,Lucknow,Nagpur,Lucknow -> Rajkot via NH8,Delhi -> Bhagalpur via NH25,2020-02-29 05:46:43,2020-03-12 21:53:21,13.2043,GEN-99713e,GEN-41617c,Amritsar_WH,Gateway Distriparks_ALT_WH_36,No Complaint,0,0,1,0,0,SafeTrans,,,
VRL Logistics,LIC-001016,2a5e4f42-5bf0-4445-ac48-f97e7a8f4c42,Jalandhar,Jalandhar,Patna -> Vadodara via NH32,Vijayawada -> Mumbai via NH39,2020-10-22 13:57:13,2019-12-13 23:31:53,16.1807,GEN-1b5f80,GEN-64b6af,Madurai_WH,Gateway Distriparks_ALT_WH_34,Refund/Return,0,0,0,2,0,SafeTrans,,,
Sical,LIC-001007,8adafc0b-f98b-411f-9173-717924a975f0,Aligarh,Rajkot,Rourkela -> Meerut via NH57,Mysore -> Chennai via NH29 via_alt_68,2018-07-13 12:03:20,2019-05-31 09:00:00,22.2795,GEN-4bc695,GEN-ee01dc,Aligarh_WH,Delhivery_ALT_WH_3,Refund/Return,0,0,-1,-2,0,CargoPro,,,
RapidShip India,LIC-001006,3fc31f18-4a43-487b-b190-77d7cb41d382,Pimpri,Surat,Visakhapatnam -> Chennai via NH36,Meerut -> Cuttack via NH34,2020-02-21 03:07:13,2018-01-14 08:39:34,22.8557,GEN-d7dee3,GEN-509534,Aligarh_WH,Gateway Distriparks_ALT_WH_24,No Complaint,0,0,0,3,0,LogiTrust,,,
Delhivery,LIC-001020,daf09fa1-78a7-4adc-96b5-51850f0611fb,Surat,Aligarh,Noida -> Nagpur via NH31,Visakhapatnam -> Chennai via NH36 via_alt_92,2020-05-23 17:57:50,2020-04-02 01:00:21,21.5727,GEN-6f1749,GEN-cd328e,Noida_WH,Delhivery_ALT_WH_20,Refund/Return,0,0,0,4,0,CargoPro,,,
Allcargo,LIC-001013,883600c8-fcdf-47a5-9ffa-2f73b70ede4b,Noida,Amritsar,Meerut -> Rourkela via NH49,Aligarh -> Agra via NH18,2019-07-29 08:36:21,2020-03-16 20:14:51,22.9812,GEN-bf428b,GEN-8b872c,Faridabad_WH,Gateway Distriparks_ALT_WH_18,No Complaint,1,0,0,-1,1,CargoPro,1.0,1.0,1.0
VRL Logistics,LIC-001005,ccb21c01-61e6-47c2-ab2a-9a6f86f775d4,Meerut,Madurai,Agra -> Thane via NH12,Madurai -> Cuttack via NH38,2018-03-08 23:27:58,2019-11-11 23:49:52,30.2039,GEN-5606fe,GEN-fc75ed,Kanpur_WH,Delhivery_ALT_WH_42,Refund/Return,0,1,0,3,0,CargoPro,,,
Snowman Logistics,LIC-001018,4cbbd636-5b2a-44be-b1b7-dbbd3bcf4fd3,Siliguri,Rajkot,Agra -> Patna via NH10,Surat -> Nagpur via NH5,2020-12-10 15:35:50,2019-08-08 23:08:12,25.2611,GEN-c00f29,GEN-702d11,Aligarh_WH,Rivigo_ALT_WH_37,No Complaint,0,0,0,2,0,SafeTrans,,,
Gateway Distriparks,LIC-001003,4aa0b942-4641-45be-b6e6-8632253ac73f,Kanpur,Mysore,Patna -> Bengaluru via NH7,Rajkot -> Rourkela -> Aligarh via NH11,2020-12-27 21:14:44,2018-03-09 13:41:30,13.7167,GEN-84cc00,GEN-c4723c,Vijayawada_WH,Rivigo_ALT_WH_4,Refund/Return,-1,0,0,3,1,GhostLogi,,1.0,1.0
RedExpress Logistics,LIC-001008,ebeb2794-26c1-4aed-9a0f-ccb8151c4796,Amritsar,Kanpur,Noida -> Nashik via NH20,Jodhpur -> Siliguri via NH7 via_alt_87,2019-12-21 16:02:42,2020-12-25 02:52:30,33.7443,GEN-f92d31,GEN-884aa4,Mysore_WH,Delhivery_ALT_WH_45,No Complaint,0,0,0,1,0,SafeTrans,,,
Ecom Express,LIC-001009,7d65f9e1-e9fe-4df4-ba77-82ba16bcf25e,Thane,Jalandhar,Noida -> Faridabad via NH16,Surat -> Bhopal via NH66,2018-08-23 11:21:52,2018-07-12 00:19:41,26.2549,GEN-55362f,GEN-206674,Faridabad_WH,Delhivery_ALT_WH_20,No Complaint,0,0,0,1,0,SafeTrans,,,
Gateway Distriparks,LIC-001015,bdc9702b-104c-4c5a-be4a-c6e498fbe047,Mumbai,Ahmedabad,Hyderabad -> Amritsar via NH35,Indore -> Udaipur via NH52,2018-05-13 07:33:23,2018-09-07 08:08:11,19.4572,GEN-5bde6b,GEN-84cc00,Noida_WH,Coimbatore_WH,No Complaint,0,0,0,1,0,CargoPro,,,
Aparna Freight,LIC-001007,dd0d48a3-cfc9-4ab6-b578-51898a707826,Guwahati,Amritsar,Noida -> Pimpri via NH62,Hyderabad -> Cuttack via NH27,2020-05-06 13:53:59,2019-04-11 08:07:10,18.7978,GEN-9cd247,GEN-98f200,Bhopal_WH,Mahindra Logistics_ALT_WH_10,No Complaint,0,0,0,6,0,CargoPro,,,
Karla Transports,LIC-001003,f896d84f-530e-4621-a56f-d7d2a4509534,Noida,Thane,Chennai -> Ahmedabad via NH10,Siliguri -> Bengaluru via NH47,2018-08-28 09:06:51,2018-07-24 05:50:15,14.8393,GEN-9fa371,GEN-20d7c3,Jalandhar_WH,RedExpress Logistics_ALT_WH_43,Refund/Return,0,0,0,3,0,LogiTrust,,,
